index,cge_p1000852,cge_p1000850,cge_p1000857,cge_p1000854,cge_p524,cge_p1000866,cge_p1000840,cge_p1000860,cge_p507,cge_p1000864,cge_p1000844,cge_p1000862,cge_p1000842,cge_p1000848,cge_p504,cge_p515,cge_p509,cge_p540,cge_p510,cge_p1000859,iag_cientec
2013-01-18,18.454,17.967,17.282499999999995,18.145166666666668,-9999.0,-9999.0,18.433666666666664,20.105833333333333,16.8965,-9999.0,16.9735,19.162333333333336,17.436833333333333,18.9355,17.175,-9999.0,18.2675,-9999.0,20.097333333333328,19.043166666666668,18.3
2013-01-19,18.979333333333333,19.251166666666666,17.623166666666666,19.4175,-9999.0,-9999.0,19.033166666666666,19.83033333333333,17.535833333333333,-9999.0,17.485333333333333,19.1035,18.240833333333327,19.375333333333334,18.094666666666665,-9999.0,18.563166666666667,-9999.0,19.669333333333327,19.355333333333327,19.3
2013-01-20,17.864833333333333,18.1315,16.159333333333333,17.832666666666668,-9999.0,-9999.0,17.943833333333334,18.73283333333333,16.026833333333332,-9999.0,16.925,17.979166666666668,17.631333333333334,18.626666666666672,18.1685,-9999.0,17.893333333333334,-9999.0,18.504333333333328,17.5945,18.0
2013-01-21,17.17,17.55766666666667,15.7415,17.070666666666664,-9999.0,-9999.0,16.959999999999994,17.723666666666674,15.808333333333332,-9999.0,15.502833333333335,17.13133333333333,17.32083333333333,17.9975,17.070999999999998,-9999.0,16.832500000000003,-9999.0,17.34783333333333,16.924833333333336,16.8
2013-01-22,16.33066666666667,16.894499999999994,14.997833333333332,16.938333333333333,-9999.0,-9999.0,16.088833333333334,16.822166666666668,15.758166666666668,-9999.0,14.296333333333333,16.082,16.0975,17.153000000000002,16.146,-9999.0,15.593666666666666,-9999.0,16.322333333333336,16.068833333333334,16.5
2013-01-23,18.047833333333333,18.177,16.177833333333332,18.376833333333334,-9999.0,-9999.0,18.00083333333333,18.746,16.025333333333332,-9999.0,17.680000000000003,18.32466666666668,18.7645,19.2615,18.531166666666667,19.907833333333333,18.1185,-9999.0,18.647000000000002,17.987666666666666,18.3
2013-01-24,19.488,19.211,16.61916666666667,19.2715,-9999.0,-9999.0,19.464666666666673,19.577,16.735166666666665,-9999.0,18.163666666666668,19.056333333333328,18.882,19.774666666666665,17.925333333333327,18.989333333333327,18.311166666666665,-9999.0,19.210833333333326,19.368666666666673,19.0
2013-01-25,21.237,21.473666666666674,16.83566666666667,21.707,-9999.0,-9999.0,21.188333333333336,21.128,19.16883333333333,-9999.0,19.2465,20.631,19.833833333333327,22.27283333333333,20.255,20.756999999999998,21.327666666666666,-9999.0,21.037166666666668,21.109333333333336,21.5
2013-01-26,18.603166666666674,18.772833333333327,17.9805,18.782833333333333,-9999.0,-9999.0,18.742666666666672,19.595333333333333,17.371166666666667,-9999.0,18.522666666666666,18.98283333333333,19.373833333333334,19.6895,19.494666666666667,19.6375,18.729333333333333,-9999.0,19.399166666666666,18.809833333333334,19.0
2013-01-27,18.407,18.526166666666665,17.747333333333334,18.51933333333333,-9999.0,-9999.0,18.4085,18.924,17.183333333333334,-9999.0,17.883333333333333,18.307833333333328,18.837,19.3065,18.628333333333334,19.0565,18.0225,-9999.0,18.558,18.2055,18.8
2013-01-28,18.145166666666668,18.230666666666664,16.4195,18.4305,-9999.0,-9999.0,18.064666666666668,18.37,16.528666666666666,-9999.0,16.673,17.567666666666668,18.2425,18.532833333333333,17.740666666666666,18.11666666666667,17.136166666666668,-9999.0,18.063,17.801166666666667,18.3
2013-01-29,17.525666666666666,17.606333333333335,16.809,17.41316666666667,-9999.0,-9999.0,17.527333333333335,18.227333333333327,16.127499999999998,-9999.0,16.934833333333334,17.549,17.999166666666664,18.309666666666672,17.13116666666667,18.237166666666663,17.32933333333333,-9999.0,18.0445,17.252166666666668,18.0
2013-01-30,18.3435,18.475833333333334,17.11616666666667,18.516,-9999.0,-9999.0,18.425500000000003,19.608833333333333,16.323833333333337,-9999.0,18.704166666666666,19.11366666666667,19.268166666666673,19.802,19.335333333333327,19.3705,18.650166666666667,-9999.0,19.4225,19.019666666666666,19.0
2013-01-31,19.5215,19.367166666666666,17.203666666666667,19.83033333333333,-9999.0,-9999.0,19.275,20.000000000000004,17.718666666666667,-9999.0,17.32766666666667,19.459333333333333,20.253333333333334,20.485,20.043333333333333,20.035,19.472666666666665,-9999.0,19.8405,18.969333333333328,19.5
2013-02-01,20.760333333333328,20.125666666666667,17.658166666666673,20.057166666666667,-9999.0,-9999.0,20.970166666666668,21.48050000000001,18.358333333333334,-9999.0,18.919,20.783666666666665,20.228,20.235,19.687666666666665,20.1695,19.8285,-9999.0,20.753666666666668,21.072666666666667,20.7
2013-02-02,19.958,19.665833333333328,17.851333333333333,20.146,-9999.0,-9999.0,20.0165,20.1225,18.793000000000006,-9999.0,18.339833333333328,19.15033333333333,-9999.0,20.631,18.766166666666667,19.340333333333334,18.6875,-9999.0,19.6995,19.78,20.3
2013-02-03,20.4025,20.134166666666665,18.500999999999998,20.412833333333328,-9999.0,-9999.0,20.241666666666667,19.959666666666667,18.861666666666665,-9999.0,18.01566666666667,19.341833333333334,19.880000000000006,20.352333333333334,19.565,19.565166666666666,19.231,-9999.0,19.882333333333328,19.765,20.3
2013-02-04,17.428499999999996,17.780666666666665,15.872333333333332,17.849666666666668,-9999.0,-9999.0,17.549166666666668,18.219,15.986666666666665,-9999.0,17.221833333333333,17.983999999999995,17.512166666666662,18.2625,18.056166666666666,18.2525,17.124666666666666,-9999.0,17.841333333333335,17.6735,17.6
2013-02-05,17.173166666666663,17.1615,16.046833333333336,17.131333333333334,-9999.0,-9999.0,17.198333333333334,17.340999999999998,15.979666666666667,-9999.0,16.818833333333334,16.896166666666666,17.129499999999997,17.482166666666668,17.066,17.597833333333327,16.354000000000006,-9999.0,17.131333333333334,17.002000000000002,17.6
2013-02-06,17.735500000000005,17.625,15.682666666666668,18.266,-9999.0,-9999.0,17.574333333333332,18.489,15.858833333333333,-9999.0,16.073833333333333,17.911833333333334,18.625333333333334,19.076666666666668,17.8145,18.598333333333333,17.906833333333328,-9999.0,18.284166666666668,17.557666666666666,18.0
2013-02-07,18.353333333333328,18.15183333333333,17.393166666666666,18.674,-9999.0,-9999.0,18.254333333333328,18.4235,17.505333333333333,-9999.0,16.872666666666667,17.5525,17.498833333333334,18.682166666666667,17.334500000000002,17.94883333333333,17.092666666666666,-9999.0,17.918499999999995,18.024333333333328,18.5
2013-02-08,18.603166666666667,18.205666666666673,17.505666666666666,18.613333333333333,-9999.0,-9999.0,17.915166666666668,18.408666666666665,16.703166666666664,-9999.0,16.699833333333334,17.767333333333333,17.774166666666673,18.630333333333333,17.717,18.2105,17.262,-9999.0,18.207333333333327,17.794166666666666,18.3
2013-02-09,17.621333333333332,17.611333333333327,15.293166666666664,17.863166666666668,-9999.0,-9999.0,17.373,18.227333333333327,16.43133333333333,-9999.0,15.645666666666667,17.1935,16.55183333333333,18.36666666666667,16.486833333333333,16.443166666666666,16.627499999999998,-9999.0,17.173166666666667,17.252166666666664,17.4
2013-02-10,19.36383333333333,19.467833333333328,17.566166666666668,19.838833333333334,-9999.0,-9999.0,19.201000000000004,18.803333333333327,18.111500000000003,-9999.0,17.6465,18.9725,-9999.0,19.358833333333333,17.750666666666667,18.398833333333336,18.2525,-9999.0,18.88716666666668,18.078,19.2
